ID	Typ	Číslo	Název	Kategorie	Technické informace	Popis	Země	Rok	Historický status	Role	Poškození	AP	Režim palby	RC	Munice / kapacita	Conceal	Accuracy	Reach	Dostupnost	Cena	Dovednost	Výchozí vybavení	Rating	Kapacita zbroje	ArmorOverride	Handling	Speed	Acceleration	Body	Armor	Sensor	Seats	Pilot	Mount	Efekt / vlastnost	Bonus	Poznámka	Zdrojový soubor	Zdrojový řádek
Zbraň:54:StG 44	Zbraň	54	StG 44	Assault Rifles	7,92×33 mm, 30 ran, selektivní palba	První skutečně významná útočná puška.	DE	1944	Prototyp	Univerzální útočná puška	9P	-2	SA/BF/FA	1	30(c)	6	5		12F	2500	Automatics	-															Vyladěná a přesná; referenční útočná puška.	docs/weapons/batch05_utocne.tsv	2
Zbraň:55:MP 43	Zbraň	55	MP 43	Assault Rifles	7,92×33 mm, 30 ran	Předchůdce StG 44.	DE	1943	Prototyp	Levnější produkce	9P	-2	SA/BF/FA	1	30(c)	6	4		11F	2200	Automatics	-															Levnější předchůdce StG; méně přesná.	docs/weapons/batch05_utocne.tsv	3
Zbraň:56:MKb 42(H)	Zbraň	56	MKb 42(H)	Assault Rifles	7,92×33 mm, 30 ran	Německý předprodukční prototyp.	DE	1942	Prototyp	Raný prototyp (RC 2)	9P	-2	SA/BF/FA	2	30(c)	6	4		14F	2800	Automatics	-															Těžký raný prototyp (RC 2); drahý a vzácný.	docs/weapons/batch05_utocne.tsv	4
Zbraň:57:FG 42	Zbraň	57	FG 42	Assault Rifles	7,92×57 mm, 20 ran, selektivní palba	Neobvyklá automatická puška výsadkářů.	DE	1942	Prototyp	Výsadkářská (silná ráže)	10P	-2	SA/BF/FA	1	20(c)	5	5		14F	3000	Automatics	-															Silná ráže (10P), kompaktní; malý zásobník, drahá.	docs/weapons/batch05_utocne.tsv	5
Zbraň:58:AVS-36	Zbraň	58	AVS-36	Assault Rifles	7,62×54 mmR, 15 ran, automatická palba	Sovětská automatická puška; velmi silný náboj a problematická kontrola.	SU	1936	Reálná	Automatická (průbojná)	10P	-3	SA/BF/FA	0	15(c)	6	4		13F	2400	Automatics	-															Průbojná (AP -3), ale malý zásobník a špatná kontrola (RC 0).	docs/weapons/batch05_utocne.tsv	6
Zbraň:77:Combat Knife	Zbraň	77	Combat Knife	Blades	Čepel 15-18 cm	Bojový nůž pro blízký boj.	US	1918	Reálná	Bojový nůž (rychlý)	({STR}+2)P	-2	0	0	0	-2	6	0	4	300	Blades	-															Vyvážený bojový nůž; nejlepší přesnost mezi noži.	docs/weapons/batch08_chladne.tsv	2
Zbraň:78:Bayonet	Zbraň	78	Bayonet	Blades	Čepel 25-40 cm	Bodák nasazovaný na pušku.	DE	1915	Reálná	Bajonet (dostřel)	({STR}+2)P	-2	0	0	0	-1	5	1	3	150	Blades	-															Bodná zbraň (AP -2), dostřel 1 a nízká cena.	docs/weapons/batch08_chladne.tsv	3
Zbraň:79:Fairbairn-Sykes	Zbraň	79	Fairbairn-Sykes	Blades	Tenká čepel 18 cm	Komandýnský nůž pro tiché zabití.	UK	1941	Prototyp	Komando nůž (přesný, AP)	({STR}+1)P	-3	0	0	0	-2	7	0	7R	400	Blades	-															Nejvyšší AP a přesnost, ale nižší DMG; vzácný.	docs/weapons/batch08_chladne.tsv	4
Zbraň:80:Cavalry Saber	Zbraň	80	Cavalry Saber	Blades	Zakřivená čepel 90 cm	Jízdní šavle.	UK	1908	Reálná	Šavle (dostřel + DMG)	({STR}+3)P	-2	0	0	0	3	5	1	6R	500	Blades	-															Vyšší DMG a dostřel; hůř skrytelná.	docs/weapons/batch08_chladne.tsv	5
Zbraň:81:Machete	Zbraň	81	Machete	Blades	Čepel 45-60 cm	Sekací nůž na vegetaci.	US	1910	Reálná	Mačeta	({STR}+3)P	-1	0	0	0	1	4	1	5R	250	Blades	-															Silná a štíhlejší (conceal 1); nižší AP.	docs/weapons/batch08_chladne.tsv	6
Zbraň:82:Axe / Hatchet	Zbraň	82	Axe / Hatchet	Blades	Hlava + topůrko	Sekera / ruční sekyrka.	DE	1900	Reálná	Sekyra	({STR}+3)P	-2	0	0	0	3	4	1	4	150	Blades	-															Vyšší AP za nízkou cenu; objemnější (conceal 3).	docs/weapons/batch08_chladne.tsv	7
Zbraň:83:Entrenching Tool	Zbraň	83	Entrenching Tool	Clubs	Skládací lopatka	Polní lopatka používaná v boji zblízka.	DE	1915	Reálná	Polní lopatka (těžká)	({STR}+3)P	-1	0	0	0	1	4	1	3	200	Clubs	-															Robustní improvizovaná zbraň; nízká cena.	docs/weapons/batch08_chladne.tsv	8
Zbraň:84:Trench Club	Zbraň	84	Trench Club	Clubs	Dřevěná palice s hlavicí	Zákopový kyj z první světové války.	DE	1915	Reálná	Zákopový kyj	({STR}+3)P	0	0	0	0	0	4	1	4	100	Clubs	-															Tupý, levný a skrytelný; bez AP.	docs/weapons/batch08_chladne.tsv	9
Zbraň:85:Brass Knuckles	Zbraň	85	Brass Knuckles	Clubs	Kovové klouby	Boxer pro pěstní boj.	US	1900	Reálná	Boxer (max skrytý)	({STR}+1)P	0	0	0	0	-4	5	0	2	50	Clubs	-															Nejskrytelnější zbraň (conceal -4); nízký DMG.	docs/weapons/batch08_chladne.tsv	10
Zbraň:86:Truncheon	Zbraň	86	Truncheon	Clubs	Dřevěný/kovový obušek	Policejní obušek.	UK	1900	Reálná	Obušek	({STR}+2)P	0	0	0	0	-2	5	1	3	80	Clubs	-															Vyvážený a skrytelný; nízká cena.	docs/weapons/batch08_chladne.tsv	11
Zbraň:87:Sledgehammer	Zbraň	87	Sledgehammer	Clubs	Těžké kladivo	Perlík / těžké kladivo.	DE	1900	Reálná	Perlík (max DMG)	({STR}+4)P	-2	0	0	0	4	3	1	4	200	Clubs	-															Nejvyšší DMG mezi chladnými; pomalý a neohrabaný (Acc 3), těžký.	docs/weapons/batch08_chladne.tsv	12
Zbraň:102:Tesla Rifle Mk. I	Zbraň	102	Tesla Rifle Mk. I	Exotic Ranged Weapons	Vysokonapěťový výboj, kondenzátorový zásobník	Československá experimentální tesla-puška.	CS	1938	Setting	Tesla puška (stun + AP)	9S(e)	-8	SS	3	6(c)	8	7		20F	25000	Exotic Ranged Weapon	přenosný kondenzátor															Stun + elektrická imobilizace; výboj bez zpětného rázu (RC 3), extrémní AP; tichá.	docs/weapons/batch10_setting.tsv	2
Zbraň:103:Voltaic Carbine	Zbraň	103	Voltaic Carbine	Exotic Ranged Weapons	Vysokonapěťový výboj, menší kondenzátor	Britská experimentální karabina.	UK	1938	Setting	Menší tesla (kompaktní)	7S(e)	-6	SA	2	8(c)	6	6		18F	15000	Exotic Ranged Weapon	přenosný kondenzátor															Kompaktnější tesla (conceal 6), více výbojů; slabší DMG/AP.	docs/weapons/batch10_setting.tsv	3
Zbraň:104:Arc Projector	Zbraň	104	Arc Projector	Exotic Ranged Weapons	Obloukový výboj, těžký generátor	Sovětský těžký elektrický projektor.	SU	1938	Setting	Těžký elektrický (plošný)	10S(e)	-6	FA	3	10(c)	10	5		22F	40000	Exotic Ranged Weapon	generátor, stativ															Plošný elektrický výboj (FA); těžký, drahý.	docs/weapons/batch10_setting.tsv	4
Zbraň:105:Geist-Werfer	Zbraň	105	Geist-Werfer	Exotic Ranged Weapons	Okultní aparatura, stříbrné cívky	Německý okultní projektor proti materializovaným entitám.	DE	1938	Setting	Okultní (vyhánění duchů)	10S(e)	-4	SS	2	4(c)	8	5		24F	50000	Exotic Ranged Weapon	okultní součástky															Působí jen na materializované entity (na astrální ne); velmi vzácný a zakázaný.	docs/weapons/batch10_setting.tsv	5
Zbraň:106:Röntgenkanone	Zbraň	106	Röntgenkanone	Exotic Ranged Weapons	Paprskový výboj, těžký transformátor	Německý experimentální paprskový kanón (mýtus smrtícího paprsku).	DE	1938	Setting	Paprskový prototyp (DMG)	12P	-6	SS	0	3(c)	10	4		24F	60000	Exotic Ranged Weapon	transformátor, stativ															Nejvyšší DMG mezi settingovými; neohrabaný (RC 0), extrémně drahý.	docs/weapons/batch10_setting.tsv	6
Zbraň:88:Flammenwerfer 35	Zbraň	88	Flammenwerfer 35	Flamethrowers	Nádrž + tryska	Německý přenosný plamenomet.	DE	1935	Reálná	Německý plamenomet	10P	-4	SA	0	6(c)	6	4		14F	2000	Heavy Weapons	nádrž s palivem															Vyšší DMG, ale menší zásoba paliva.	docs/weapons/batch09_tezke.tsv	2
Zbraň:89:Flamethrower No.2	Zbraň	89	Flamethrower No.2	Flamethrowers	Nádrž + tryska	Britský přenosný plamenomet.	UK	1940	Prototyp	Britský plamenomet	9P	-6	SA	0	8(c)	6	4		14F	2200	Heavy Weapons	nádrž s palivem															Vyšší AP a delší zápal; slabší DMG.	docs/weapons/batch09_tezke.tsv	3
Zbraň:100:Sticky Bomb No.74	Zbraň	100	Sticky Bomb No.74	Gear	Přilnavá výbušná nálož	Britská přilnavá bomba proti tankům.	UK	1940	Prototyp	Přilnavá proti tankům	16P (-2/m)	-4	0	0	0	0	Physical	0	12F	150	Throwing Weapons	-															Přilne k cíli, průbojná (AP -4); vzácná, prototyp.	docs/weapons/batch09_tezke.tsv	14
Zbraň:101:Satchel Charge	Zbraň	101	Satchel Charge	Gear	Výbušná nálož s časovačem	Demoliční nálož pro ničení objektů.	—	1918	Reálná	Demoliční nálož (max DMG)	20P (-2/m)	-4	0	0	0	0	Physical	0	12F	250	Demolitions	-															Nejvyšší DMG; umisťuje se (Demolitions), ne hází.	docs/weapons/batch09_tezke.tsv	15
Zbraň:95:Stielhandgranate 24	Zbraň	95	Stielhandgranate 24	Gear	Dřevěná násada, výbušná nálož	Německý ruční granát na násadě.	DE	1924	Reálná	Útočný (výbušný) granát	16P (-2/m)	-2	0	0	0	0	Physical	0	10F	100	Throwing Weapons	-															Výbušný/otřesový; průbojný (AP -2), bez úlomků.	docs/weapons/batch09_tezke.tsv	9
Zbraň:96:Mills Bomb No.36	Zbraň	96	Mills Bomb No.36	Gear	Kovové tělo, zápalná složka	Britský ruční granát.	UK	1915	Reálná	Obranný (úlomkový) granát	18P(f) (-1/m)	+5	0	0	0	0	Physical	0	11F	100	Throwing Weapons	-															Fragmentační (18P(f)); proti zbroji slabší (AP +5).	docs/weapons/batch09_tezke.tsv	10
Zbraň:97:F1	Zbraň	97	F1	Gear	Kovové tělo, zápalná složka	Sovětský obranný granát.	SU	1939	Prototyp	Obranný (úlomkový) granát	16P(f) (-1/m)	+5	0	0	0	0	Physical	0	10F	80	Throwing Weapons	-															Fragmentační, levný; menší nálož.	docs/weapons/batch09_tezke.tsv	11
Zbraň:98:Mk 2	Zbraň	98	Mk 2	Gear	Kovové tělo, zápalná složka	Americký ruční granát.	US	1918	Reálná	Obranný (úlomkový) granát	17P(f) (-1/m)	+5	0	0	0	0	Physical	0	10F	90	Throwing Weapons	-															Fragmentační; vyvážený.	docs/weapons/batch09_tezke.tsv	12
Zbraň:99:Molotov Cocktail	Zbraň	99	Molotov Cocktail	Gear	Láhev s hořlavinou	Improvizovaná zápalná láhev.	—	1936	Reálná	Zápalná (improvizovaná)	8P (-4/m)	-6	0	0	0	0	Physical	0	6F	20	Throwing Weapons	-															ZÁPALNÁ zbraň — po zásahu cíl HOŘÍ (oheň dle SR5, další poškození v kolech); nízký DMG, ale silný AP; velmi levná.	docs/weapons/batch09_tezke.tsv	13
Zbraň:93:Granatwerfer 34	Zbraň	93	Granatwerfer 34	Grenade Launchers	8 cm minomet	Německý pěchotní minomet.	DE	1934	Reálná	Německý minomet (těžký)	Grenade	Grenade	SS	0	1(m)	10	5		16F	4000	Heavy Weapons	stativ, minometné granáty															Těžký, přesný; nepřenosný jednotlivcem.	docs/weapons/batch09_tezke.tsv	7
Zbraň:94:2-inch Mortar	Zbraň	94	2-inch Mortar	Grenade Launchers	5,1 cm lehký minomet	Britský lehký minomet.	UK	1938	Reálná	Lehký minomet (přenosný)	Grenade	Grenade	SS	0	1(m)	6	4		14F	2500	Heavy Weapons	minometné granáty															Lehký a přenosný; méně přesný.	docs/weapons/batch09_tezke.tsv	8
Zbraň:10:Luger P08	Zbraň	10	Luger P08	Heavy Pistols	9×19 mm, 8 ran	Ikonická německá pistole s kloubovým závěrem.	DE	1908	Reálná	Přesnost	7P	-1	SA	0	8(c)	0	5		5R	950	Pistols	pouzdro, záložní zásobník															Nejvyšší přesnost v kategorii; dražší.	docs/weapons/batch01_pistole.tsv	11
Zbraň:11:Colt M1911A1	Zbraň	11	Colt M1911A1	Heavy Pistols	.45 ACP, 7 ran	Výkonná americká služební pistole.	US	1926	Reálná	Poškození	8P	-1	SA	0	7(c)	0	5		5R	900	Pistols	pouzdro, záložní zásobník															Nejvyšší DMG v kategorii; menší kapacita.	docs/weapons/batch01_pistole.tsv	12
Zbraň:12:Browning Hi-Power	Zbraň	12	Browning Hi-Power	Heavy Pistols	9×19 mm, 13 ran	Moderní velkokapacitní pistole.	BE	1935	Reálná	Kapacita	7P	-1	SA	0	13(c)	0	4		6R	1000	Pistols	pouzdro, záložní zásobník															Nejvyšší kapacita v kategorii.	docs/weapons/batch01_pistole.tsv	13
Zbraň:13:Tokarev TT-33	Zbraň	13	Tokarev TT-33	Heavy Pistols	7,62×25 mm, 8 ran	Výkonná sovětská pistole.	SU	1933	Reálná	Průbojnost	7P	-2	SA	0	8(c)	0	4		6R	700	Pistols	pouzdro															AP -2 (rychlý náboj); méně přesná.	docs/weapons/batch01_pistole.tsv	14
Zbraň:14:Vis wz. 35	Zbraň	14	Vis wz. 35	Heavy Pistols	9×19 mm, 8 ran	Kvalitní polská služební pistole.	PL	1935	Reálná	Prémiová kvalita	7P	-1	SA	1	8(c)	0	5		7R	1100	Pistols	pouzdro, záložní zásobník															Přesná + RC 1; vzácná a drahá.	docs/weapons/batch01_pistole.tsv	15
Zbraň:15:Mauser C96	Zbraň	15	Mauser C96	Heavy Pistols	7,63×25 mm, 10 ran	Robustní pistole s charakteristickým zásobníkem před lučíkem.	DE	1896	Reálná	Dlouhá hlaveň / kapacita	7P	-1	SA	0	10(c)	0	4		5R	850	Pistols	dřevěné pouzdro-pažba															Vyšší kapacita; delší hlaveň.	docs/weapons/batch01_pistole.tsv	16
Zbraň:18:Steyr M1912	Zbraň	18	Steyr M1912	Heavy Pistols	9×23 mm Steyr, 8 ran	Rakouská pistole nabíjená nábojovým páskem.	AT	1912	Reálná	Silný náboj	8P	-1	SA	0	8(c)	0	4		5R	800	Pistols	nábojový klip (en-bloc)															Silný náboj (8P); méně přesná.	docs/weapons/batch01_pistole.tsv	19
Zbraň:71:Webley Mk VI	Zbraň	71	Webley Mk VI	Heavy Pistols	.455 Webley, 6 ran	Britský služební revolver Velké války.	UK	1915	Reálná	Stop-effect	8P	0	SA	0	6(cy)	0	4		4R	800	Pistols	pouzdro, nábojové klipy															Velký pomalý náboj; bez AP, malá kapacita.	docs/weapons/batch01_nove.tsv	2
Zbraň:9:Walther P38	Zbraň	9	Walther P38	Heavy Pistols	9×19 mm, 8 ran	Standardní německá služební pistole.	DE	1938	Reálná	Kontrola / ovladatelnost	7P	-1	SA	1	8(c)	0	4		4R	800	Pistols	pouzdro, záložní zásobník															RC 1 (moderní ergonomie); dostupnější než Luger.	docs/weapons/batch01_pistole.tsv	10
Zbraň:1:Walther PPK	Zbraň	1	Walther PPK	Holdouts	7,65 mm Browning, 7 ran	Malá německá pistole pro skryté nošení.	DE	1931	Reálná	Skrytá obrana (přesnost)	5P	0	SA	0	7(c)	-4	5		4R	450	Pistols	pouzdro															Nejvyšší přesnost mezi holdouty; slabá ráže.	docs/weapons/batch01_pistole.tsv	2
Zbraň:2:Mauser 1910	Zbraň	2	Mauser 1910	Holdouts	6,35 mm Browning, 9 ran	Kompaktní kapesní pistole.	DE	1910	Reálná	Kapacita / levná	5P	0	SA	0	9(c)	-4	4		3R	300	Pistols	-															Nejvyšší kapacita mezi holdouty; nízká přesnost.	docs/weapons/batch01_pistole.tsv	3
Zbraň:3:Beretta M1934	Zbraň	3	Beretta M1934	Holdouts	9×17 mm, 7 ran	Malá italská služební pistole.	IT	1934	Reálná	Silnější holdout	6P	0	SA	0	7(c)	-4	4		4R	400	Pistols	-															Nejvyšší DMG mezi holdouty.	docs/weapons/batch01_pistole.tsv	4
Zbraň:63:ZB vz. 26	Zbraň	63	ZB vz. 26	Light Machine Guns	7,92×57 mm, 20 ran	Československý lehký kulomet, základ pozdějšího Brenu.	CS	1926	Reálná	Český lehký kulomet (přesný)	10P	-2	FA	2	20(c)	7	5		10F	3500	Heavy Weapons	dvojnožka															Přesný a spolehlivý; menší zásobník, horní zásobník.	docs/weapons/batch07_kulomety.tsv	2
Zbraň:64:Bren Mk I	Zbraň	64	Bren Mk I	Light Machine Guns	.303 British, 30 ran	Britský lehký kulomet s horním zásobníkem.	UK	1937	Reálná	Britský (vysokokapacitní)	9P	-2	FA	2	30(c)	7	5		11F	3800	Heavy Weapons	dvojnožka															30 ran a přesnost; slabší ráže (9P).	docs/weapons/batch07_kulomety.tsv	3
Zbraň:65:DP-27	Zbraň	65	DP-27	Light Machine Guns	7,62×54 mmR, 47 ran	Sovětský kulomet s diskovým zásobníkem.	SU	1928	Reálná	Sovětský diskový (kapacita)	10P	-2	FA	2	47(d)	7	4		10F	3200	Heavy Weapons	dvojnožka															Diskový zásobník (47); průměrná přesnost.	docs/weapons/batch07_kulomety.tsv	4
Zbraň:66:BAR M1918A2	Zbraň	66	BAR M1918A2	Light Machine Guns	.30-06, 20 ran	Americká automatická puška používaná jako lehký kulomet.	US	1918	Reálná	Silná ráže + univerzální	11P	-2	SA/BF/FA	2	20(c)	8	4		9F	3000	Heavy Weapons	dvojnožka															Silná ráže (11P) a selektivní palba; menší zásobník, těžší.	docs/weapons/batch07_kulomety.tsv	5
Zbraň:4:Astra 300	Zbraň	4	Astra 300	Light Pistols	9×17 / 7,65 mm, 8 ran	Jednoduchá španělská pistole.	ES	1923	Reálná	Levná	6P	0	SA	0	8(c)	-2	4		4R	300	Pistols	-															Levná, slušná kapacita.	docs/weapons/batch01_pistole.tsv	5
Zbraň:5:FN Browning M1910	Zbraň	5	FN Browning M1910	Light Pistols	9×17 / 7,65 mm, 7 ran	Velmi rozšířená kompaktní pistole.	BE	1910	Reálná	Spolehlivá / rozšířená	6P	0	SA	0	7(c)	-2	4		3R	350	Pistols	-															Spolehlivá, snadno dostupná.	docs/weapons/batch01_pistole.tsv	6
Zbraň:6:Colt M1903 Pocket Hammerless	Zbraň	6	Colt M1903 Pocket Hammerless	Light Pistols	.32 ACP, 8 ran	Americká kapesní pistole.	US	1903	Reálná	Precizní / kvalitní	6P	0	SA	0	8(c)	-2	5		4R	400	Pistols	-															Nejvyšší přesnost i kapacita v kategorii.	docs/weapons/batch01_pistole.tsv	7
Zbraň:7:Webley Mk IV	Zbraň	7	Webley Mk IV	Light Pistols	.38/200, 6 ran	Britský služební revolver.	UK	1932	Reálná	Revolver – spolehlivost	7P	0	SA	0	6(cy)	-2	5		4R	450	Pistols	pouzdro															Vyšší DMG, přesný; menší kapacita.	docs/weapons/batch01_pistole.tsv	8
Zbraň:8:Nagant M1895	Zbraň	8	Nagant M1895	Light Pistols	7,62×38 mmR, 7 ran	Neobvyklý sovětský revolver s plynotěsným mechanismem.	SU	1895	Reálná	Tichý revolver	7P	-1	SA	0	7(cy)	-2	4		4R	400	Pistols	tlumič (Bramit)															Lze tlumit; AP -1 díky plynotěsnosti.	docs/weapons/batch01_pistole.tsv	9
Zbraň:16:Mauser M712 Schnellfeuer	Zbraň	16	Mauser M712 Schnellfeuer	Machine Pistols	7,63×25 mm, 20 ran, automatická palba	Automatická varianta C96.	DE	1932	Reálná	Automatická palba	6P	-2	SA/BF/FA	1	20(c)	0	4		10F	2500	Pistols	dřevěná pažba (sklopná)															AP -2, plná palba, RC 1 s pažbou.	docs/weapons/batch01_pistole.tsv	17
Zbraň:17:Astra 900/903	Zbraň	17	Astra 900/903	Machine Pistols	7,63×25 mm, 10 ran, automatická palba	Španělská kopie Mauseru C96.	ES	1927	Reálná	Automatická palba (levnější)	6P	-2	SA/BF/FA	0	10(c)	0	4		10F	1800	Pistols	dřevěná pažba															Levnější alternativa k M712; bez RC bonusu.	docs/weapons/batch01_pistole.tsv	18
Zbraň:67:MG 34	Zbraň	67	MG 34	Medium Machine Guns	7,92×57 mm, pás	Univerzální německý kulomet.	DE	1934	Reálná	Univerzální německý	10P	-2	FA	4	50(b)	10	5		14F	5500	Heavy Weapons	stativ / dvojnožka															Univerzální, přesný; drahý.	docs/weapons/batch07_kulomety.tsv	6
Zbraň:68:MG 42	Zbraň	68	MG 42	Medium Machine Guns	7,92×57 mm, pás	Extrémně rychlopalný německý univerzální kulomet.	DE	1942	Prototyp	Rychlopalný (levnější výroba)	10P	-2	FA	4	50(b)	10	4		16F	5000	Heavy Weapons	stativ / dvojnožka															Extrémní kadence, levná výroba; méně přesný a hůř dostupný.	docs/weapons/batch07_kulomety.tsv	7
Zbraň:69:Vickers Mk I	Zbraň	69	Vickers Mk I	Medium Machine Guns	.303 British, pás	Britský vodou chlazený kulomet.	UK	1912	Reálná	Těžký vodou chlazený (RC 6)	9P	-2	FA	6	100(b)	12	4		14F	6000	Heavy Weapons	stativ, vodní plášť															Obrovská kapacita a stabilita (RC 6); velmi těžký a slabší ráže.	docs/weapons/batch07_kulomety.tsv	8
Zbraň:70:M1919A4	Zbraň	70	M1919A4	Medium Machine Guns	.30-06, pás	Americký vzduchem chlazený kulomet.	US	1934	Reálná	Americký .30-06 (silný)	11P	-2	FA	5	100(b)	11	4		13F	5500	Heavy Weapons	stativ															Silná ráže (11P), vysoká kapacita; těžký.	docs/weapons/batch07_kulomety.tsv	9
Zbraň:36:Winchester M1897	Zbraň	36	Winchester M1897	Shotguns	12 gauge, pump-action	Klasická americká pumpovací brokovnice.	US	1897	Reálná	Bojová pumpa (bajonet)	11P	-1	SS/SA	0	6(m)	6	4		6R	700	Longarms	bajonet M1917															Bojová verze s lůžkem pro bajonet; delší hlaveň.	docs/weapons/batch03_brokovnice.tsv	2
Zbraň:37:Winchester M1912	Zbraň	37	Winchester M1912	Shotguns	12 gauge, pump-action	Vylepšená vojenská pumpa.	US	1912	Reálná	Robustní a přesná pumpa	11P	-1	SS/SA	1	6(m)	6	5		7R	900	Longarms	-															Robustní (RC 1) a přesnější; dražší.	docs/weapons/batch03_brokovnice.tsv	3
Zbraň:38:Ithaca M37	Zbraň	38	Ithaca M37	Shotguns	12 gauge, pump-action	Lehká americká brokovnice.	US	1937	Reálná	Lehká a skrytelná	11P	-1	SS/SA	0	5(m)	5	5		6R	850	Longarms	-															Lehká a obratná (conceal 5); menší zásobník.	docs/weapons/batch03_brokovnice.tsv	4
Zbraň:39:Browning Auto-5	Zbraň	39	Browning Auto-5	Shotguns	12 gauge, samonabíjecí	První úspěšná sériová samonabíjecí brokovnice.	US	1902	Reálná	Samonabíjecí (max DMG)	13P	-1	SA	1	5(m)	6	4		8R	1200	Longarms	-															Nejvyšší DMG mezi brokovnicemi; drahá.	docs/weapons/batch03_brokovnice.tsv	5
Zbraň:40:TOZ-34	Zbraň	40	TOZ-34	Shotguns	12/16 gauge, dvojka	Jednoduchá sovětská lovecká brokovnice.	SU	1965	Prototyp	Levná dvojka	12P	-1	SS	0	2(b)	6	5		4R	400	Longarms	-															Lámací dvojka (2 rány), velmi levná; prototyp.	docs/weapons/batch03_brokovnice.tsv	6
Zbraň:72:Remington Model 11	Zbraň	72	Remington Model 11	Shotguns	12 gauge, samonabíjecí	Licenční kopie Auto-5, široce rozšířená.	US	1905	Reálná	Levnější samonabíjecí	12P	-1	SA	1	5(m)	6	4		8R	1000	Longarms	-															Licenční kopie Auto-5; levnější, méně přesná.	docs/weapons/batch03_nove.tsv	2
Zbraň:73:Lupara	Zbraň	73	Lupara	Shotguns	12 gauge, zkrácená dvojka	Zkrácená dvojka (sawed-off) pro skryté nošení.	IT	1920	Reálná	Skrytá (sawed-off)	9P	-1	SS	0	2(b)	3	4		5R	450	Longarms	-															Nejskrytelnější brokovnice (conceal 3), ale slabší DMG a jen 2 rány.	docs/weapons/batch03_nove.tsv	3
Zbraň:74:Winchester Model 1887	Zbraň	74	Winchester Model 1887	Shotguns	12 gauge, páková	Páková brokovnice, ikonická pro Divoký západ.	US	1887	Reálná	Páková (SA)	12P	-1	SA	0	5(m)	6	4		7R	750	Longarms	-															Pákový opakovač (SA); vyšší DMG za nízkou cenu.	docs/weapons/batch03_nove.tsv	4
Zbraň:75:Browning Superposed	Zbraň	75	Browning Superposed	Shotguns	12 gauge, dvojka over/under	Kvalitní lovecká dvojka (over/under).	BE	1931	Reálná	Kvalitní dvojka (přesnost)	12P	-1	SS	0	2(b)	6	6		8R	1500	Longarms	-															Nejpřesnější brokovnice (Acc 6); jen 2 rány, drahá.	docs/weapons/batch03_nove.tsv	5
Zbraň:59:Kar98k ZF39	Zbraň	59	Kar98k ZF39	Sniper Rifles	7,92×57 mm, 5 ran, optika	Německá odstřelovací varianta Kar98k.	DE	1939	Prototyp	Německá odstřelovací	10P	-2	SS	0	5(m)	6	6		8F	2000	Longarms	puškohled ZF39															Přesná odstřelovací varianta; drahá a zakázaná.	docs/weapons/batch06_odstrelovaci.tsv	2
Zbraň:60:Mosin-Nagant PU	Zbraň	60	Mosin-Nagant PU	Sniper Rifles	7,62×54 mmR, 5 ran, optika	Sovětská odstřelovací puška.	SU	1940	Prototyp	Sovětská odstřelovací (levnější)	10P	-2	SS	0	5(m)	6	5		8F	1600	Longarms	puškohled PU															Levnější rozpočtová volba; méně přesná než ZF39 (ne průbojnější).	docs/weapons/batch06_odstrelovaci.tsv	3
Zbraň:61:Lee-Enfield No.4(T)	Zbraň	61	Lee-Enfield No.4(T)	Sniper Rifles	.303 British, 10 ran, optika	Britská odstřelovací varianta.	UK	1942	Prototyp	Britská odstřelovací (10 ran)	9P	-2	SS	0	10(m)	6	6		9F	2200	Longarms	puškohled No.32															10 ran a přesnost; slabší ráže (9P).	docs/weapons/batch06_odstrelovaci.tsv	4
Zbraň:62:M1903A4	Zbraň	62	M1903A4	Sniper Rifles	.30-06, 5 ran, optika	Americká odstřelovací varianta Springfieldu.	US	1943	Prototyp	Výkonná odstřelovací	11P	-3	SS	0	5(m)	6	7		9F	2400	Longarms	puškohled M73B1															Nejvýkonnější a nejpřesnější (11P, AP -3, Acc 7); drahá.	docs/weapons/batch06_odstrelovaci.tsv	5
Zbraň:41:Karabiner 98k	Zbraň	41	Karabiner 98k	Sporting Rifles	7,92×57 mm, 5 ran, závěr	Standardní německá pěchotní puška.	DE	1935	Reálná	Standardní opakovačka	10P	-2	SS	0	5(m)	6	5		5R	1200	Longarms	-															Vyvážená služební opakovačka; referenční hodnota.	docs/weapons/batch04_pusky.tsv	2
Zbraň:42:Gewehr 98	Zbraň	42	Gewehr 98	Sporting Rifles	7,92×57 mm, 5 ran	Starší německá puška.	DE	1898	Reálná	Starší robustní (RC 1)	10P	-1	SS	1	5(m)	6	4		4R	1000	Longarms	-															Dlouhá a těžká (RC 1), starší munice (AP -1); levná.	docs/weapons/batch04_pusky.tsv	3
Zbraň:43:Gewehr 41	Zbraň	43	Gewehr 41	Sporting Rifles	7,92×57 mm, 10 ran, samonabíjecí	Raná německá samonabíjecí puška.	DE	1941	Prototyp	Raná samonabíjecí	10P	-2	SA	1	10(c)	6	4		10F	2000	Longarms	-															Samonabíjecí prototyp (RC 1), méně přesná.	docs/weapons/batch04_pusky.tsv	4
